seqname	Status	Subclass (putative)	Domain	Domain architecture simplified
TraesCS5A03G1131600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G1131800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G1157200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G1157200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G1214000.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS5A03G1229100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G1245400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0013400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)	ON
TraesCS5B03G0030200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(JAC)	CNLO
TraesCS5B03G0045900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0048600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0048700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0055400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0057900.1	NLR	UNDETERMINED	(OTHER)(NBARC)	ON
TraesCS5B03G0058100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0062200.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS5B03G0065400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0078200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0082100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0082200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0087600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0087800.1	NLR	CC-NLR	(NBARC)	N
TraesCS5B03G0096300.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS5B03G0096400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0100700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0146900.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5B03G0147600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5B03G0147600.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5B03G0188100.1	NLR	CCR-NLR	(RPW8)(NBARC)(LRR)	RNL
TraesCS5B03G0197900.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS5B03G0197900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0235300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0236000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0478200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0478300.1	CCX	CCX	(CC)	C
TraesCS5B03G0478500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0487000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0487000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0487000.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0487000.4	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0487000.5	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0487000.6	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0487000.7	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0487100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5B03G0487100.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(PKin)	NLO
TraesCS5B03G0487100.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(PKin)	NLO
TraesCS5B03G0487100.4	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5B03G0487100.5	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5B03G0487100.6	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(PKin)	NLO
TraesCS5B03G0602300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0602500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0621000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0667800.1	degenerate NLR	TN (OTHER)	(TIR)(PLOOP)	TP
TraesCS5B03G0674800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0709600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0753300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0754900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0759600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0759600.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5B03G0759900.1	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0759900.2	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0759900.3	NLR	CC-NLR	(NBARC)	N
TraesCS5B03G0771900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0777800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0780900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0823100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5B03G0823400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0823600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0823700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5B03G0823700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5B03G0853800.1	degenerate NLR	UNDETERMINED	(LRR)	L
TraesCS5B03G0863800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G0864100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0864100.2	degenerate NLR	UNDETERMINED	(LRR)(PKin)	LO
TraesCS5B03G0864200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5B03G0864400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0864400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0891300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5B03G0904500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G0961400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0994300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G0994500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1027600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1028900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1029100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1037400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1037400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1037400.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1037400.4	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1041900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(NBARC)(LRR)	CNLNL
TraesCS5B03G1042500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1091600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5B03G1091600.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5B03G1106200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1157200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1157200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1193400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(OTHER)	NLO
TraesCS5B03G1193400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1193500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1200800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1201100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5B03G1201100.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5B03G1201300.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS5B03G1201300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1201600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5B03G1201600.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5B03G1201600.3	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5B03G1204500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5B03G1211200.1	CCX	CCX	(CC)	C
TraesCS5B03G1211300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5B03G1232900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1266800.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS5B03G1267000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1267000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1298700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5B03G1299600.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS5B03G1299700.1	NLR	CC-NLR	(PKin)(CC)(NBARC)	OCN
TraesCS5B03G1332700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1332800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1332900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1333000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G1334200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5B03G1334300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1334700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1335000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1335100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1335300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1335300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1335600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5B03G1335800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1343700.1	CCX	CCX	(CC)	C
TraesCS5B03G1352500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1354700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1355100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1356200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1356200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1356200.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1361500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G1365000.1	NLR	CC-NLR	(CC)(NBARC)(PLOOP)(NBARC)(LRR)	CNPNL
TraesCS5B03G1368100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1371300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5B03G1372000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1372200.1	degenerate NLR	UNDETERMINED	(LRR)(LRR)	L
TraesCS5B03G1372300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G1372400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1372900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1374100.1	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1374100.2	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1374100.3	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1374600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5B03G1376000.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS5B03G1376100.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5B03G1376300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5B03G1377100.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5B03G1377100.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G1377300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5B03G1377500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5B03G1379100.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS5D03G0002300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0026800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0027100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G0027200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G0048200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(JAC)	CNLO
TraesCS5D03G0065700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0072400.1	CCX	CCX	(CC)	C
TraesCS5D03G0076800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0080200.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS5D03G0080300.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5D03G0080700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0084100.1	NLR	UNDETERMINED	(OTHER)(NBARC)	ON
TraesCS5D03G0093800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0094700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G0103600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(NBARC)(LRR)	NNL
TraesCS5D03G0111100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0111700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G0195700.1	NLR	CCR-NLR	(RPW8)(NBARC)(LRR)	RNL
TraesCS5D03G0200500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0209500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G0210600.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS5D03G0233700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0234200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0234300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0234300.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0442100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0442200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0451300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0451300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0451300.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0451300.4	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0451700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5D03G0451700.3	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS5D03G0451700.4	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(PKin)	NLO
TraesCS5D03G0471300.1	NLR	UNDETERMINED	(OTHER)(NBARC)	ON
TraesCS5D03G0549600.1	CCX	CCX	(CC)	C
TraesCS5D03G0549600.2	CCX	CCX	(CC)	C
TraesCS5D03G0549800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5D03G0549800.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5D03G0610400.1	degenerate NLR	TN (OTHER)	(TIR)(PLOOP)	TP
TraesCS5D03G0616000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0684100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0689300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0705700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0706000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0708000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0713500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0735800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0736000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5D03G0746000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0746100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5D03G0746100.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5D03G0773100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0790400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0790600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(WRKY)(WRKY)	CNLO
TraesCS5D03G0790600.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(WRKY)(WRKY)	CNLO
TraesCS5D03G0790600.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(WRKY)(WRKY)	NLO
TraesCS5D03G0811600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0824000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0872200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0888500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5D03G0902500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0923700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G0924400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G0930000.1	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0945200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0945400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G0983500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5D03G0994400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G0994400.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1079300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G1079700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1079800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1082800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G1083500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G1083600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G1083600.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G1083600.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G1083800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1083900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1093800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1093900.1	CCX	CCX	(CC)	C
TraesCS5D03G1094000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5D03G1094100.1	CCX	CCX	(CC)	C
TraesCS5D03G1094200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5D03G1139800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1140200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5D03G1162000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
TraesCS5D03G1178300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1183500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5D03G1187200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5D03G1187200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS5D03G1188100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS5D03G1188100.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS5D03G1191200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1192900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1193200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1194800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1195600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1195700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1195800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1196200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1196300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1196300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1198800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1200500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1200500.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1200700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1210600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1210900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1219500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1220000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1225900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1226100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1226100.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1226800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1229000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1229000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1229000.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1229300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5D03G1232100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1233100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5D03G1233300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5D03G1233400.1	NLR	CC-NLR	(CC)(NBARC)	CN
