,0,1,2,3,4,5,6,7,8
535787,Chr2D,IWGSC_v2.1,gene,601762349,601769304,54,+,.,ID=TraesCS2D03G1124100;previous_id=TraesCS2D02G504500;primconf=HC;Name=TraesCS2D03G1124100;cds=CDS_OK;mapping=fullPerfectMatch
536630,Chr2D,IWGSC_v2.1,gene,605174738,605178195,39,+,.,ID=TraesCS2D03G1137300;previous_id=TraesCS2D02G510300;primconf=HC;Name=TraesCS2D03G1137300;cds=CDS_OK;mapping=fullPerfectMatch
536768,Chr2D,IWGSC_v2.1,gene,606069737,606074745,50,-,.,ID=TraesCS2D03G1140000;previous_id=TraesCS2D02G511600;primconf=HC;Name=TraesCS2D03G1140000;cds=CDS_OK;mapping=fullPerfectMatch
536787,Chr2D,IWGSC_v2.1,gene,606140224,606145162,43,+,.,ID=TraesCS2D03G1140300;previous_id=TraesCS2D02G511700;primconf=HC;Name=TraesCS2D03G1140300;cds=CDS_OK;mapping=fullPerfectMatch
539419,Chr2D,IWGSC_v2.1,gene,619879543,619883635,41,+,.,ID=TraesCS2D03G1181200;previous_id=TraesCS2D02G530200;primconf=HC;Name=TraesCS2D03G1181200;cds=CDS_OK;mapping=fullPerfectMatch
540852,Chr2D,IWGSC_v2.1,gene,623324192,623329827,55,-,.,ID=TraesCS2D03G1201300;previous_id=TraesCS2D02G541000;primconf=HC;Name=TraesCS2D03G1201300;cds=CDS_OK;mapping=fullPerfectMatch
541295,Chr2D,IWGSC_v2.1,gene,624948650,624952455,59,-,.,ID=TraesCS2D03G1209300;previous_id=TraesCS2D02G545300;primconf=HC;Name=TraesCS2D03G1209300;cds=CDS_OK;mapping=fullPerfectMatch
542394,Chr2D,IWGSC_v2.1,gene,628101210,628103606,52,+,.,ID=TraesCS2D03G1219800;previous_id=TraesCS2D02G549600;primconf=HC;Name=TraesCS2D03G1219800;cds=CDS_OK;mapping=fullPerfectMatch
543804,Chr2D,IWGSC_v2.1,gene,636645488,636648723,34,-,.,ID=TraesCS2D03G1250400;previous_id=TraesCS2D02G560600;primconf=HC;Name=TraesCS2D03G1250400;cds=CDS_OK;mapping=fullPerfectMatch
545518,Chr2D,IWGSC_v2.1,gene,640938356,640940745,50,+,.,ID=TraesCS2D03G1271400;previous_id=TraesCS2D02G595300;primconf=HC;Name=TraesCS2D03G1271400;cds=CDS_OK;mapping=fullPerfectMatch
546099,Chr2D,IWGSC_v2.1,gene,643361726,643365652,51,+,.,ID=TraesCS2D03G1281200;previous_id=TraesCS2D02G592800;primconf=HC;Name=TraesCS2D03G1281200;cds=CDS_OK;mapping=fullPerfectMatch
546338,Chr2D,IWGSC_v2.1,gene,644210326,644211111,.,-,.,ID=TraesCS2D03G1285300;Name=TraesCS2D03G1285300;mapping=GMAP_WHOLEGENOME;previous_id=TraesCS2D02G591700
546342,Chr2D,IWGSC_v2.1,gene,644261936,644262721,32,-,.,ID=TraesCS2D03G1285500;previous_id=TraesCS2D02G591600;primconf=HC;Name=TraesCS2D03G1285500;cds=CDS_OK;mapping=fullPerfectMatch
546358,Chr2D,IWGSC_v2.1,gene,644368048,644368833,40,-,.,ID=TraesCS2D03G1286100;previous_id=TraesCS2D02G591400;primconf=HC;Name=TraesCS2D03G1286100;cds=CDS_OK;mapping=fullPerfectMatch
546362,Chr2D,IWGSC_v2.1,gene,644502677,644505208,41,+,.,ID=TraesCS2D03G1286300;previous_id=TraesCS2D02G591300;primconf=HC;Name=TraesCS2D03G1286300;cds=CDS_OK;mapping=fullPerfectMatch
546369,Chr2D,IWGSC_v2.1,gene,644521915,644524752,34,+,.,ID=TraesCS2D03G1286400;previous_id=TraesCS2D02G591200;primconf=HC;Name=TraesCS2D03G1286400;cds=CDS_OK;mapping=fullPerfectMatch
546395,Chr2D,IWGSC_v2.1,gene,644580683,644587208,.,+,.,ID=TraesCS2D03G1287200;Name=TraesCS2D03G1287200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G590900
546404,Chr2D,IWGSC_v2.1,gene,644646057,644655692,43,+,.,ID=TraesCS2D03G1287300;previous_id=TraesCS2D02G590800;primconf=HC;Name=TraesCS2D03G1287300;cds=CDS_OK;mapping=fullPerfectMatch
546432,Chr2D,IWGSC_v2.1,gene,644656598,644661584,43,+,.,ID=TraesCS2D03G1287400;previous_id=TraesCS2D02G590700;primconf=HC;Name=TraesCS2D03G1287400;cds=CDS_OK;mapping=fullPerfectMatch
547008,Chr2D,IWGSC_v2.1,gene,646571356,646577679,36,-,.,ID=TraesCS2D03G1299100;previous_id=TraesCS2D02G585700;primconf=HC;Name=TraesCS2D03G1299100;cds=CDS_OK;mapping=fullPerfectMatch
547968,Chr2D,IWGSC_v2.1,gene,650477497,650489767,.,+,.,ID=TraesCS2D03G1320100;Name=TraesCS2D03G1320100;cds=CDS_CHANGED;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G577400
547974,Chr2D,IWGSC_v2.1,gene,650497581,650537038,.,+,.,ID=TraesCS2D03G1320200;Name=TraesCS2D03G1320200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G577300
548151,Chr2D,IWGSC_v2.1,gene,651417087,651421411,.,+,.,ID=TraesCS2D03G1323600;Name=TraesCS2D03G1323600;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G576100
548300,Chr2D,IWGSC_v2.1,gene,651740460,651744813,43,+,.,ID=TraesCS2D03G1324900;previous_id=TraesCS2D02G575000;primconf=HC;Name=TraesCS2D03G1324900;cds=CDS_OK;mapping=fullPerfectMatch
548318,Chr2D,IWGSC_v2.1,gene,651795164,651798066,37,+,.,ID=TraesCS2D03G1325200;previous_id=TraesCS2D02G574900;primconf=HC;Name=TraesCS2D03G1325200;cds=CDS_OK;mapping=fullPerfectMatch
548328,Chr2D,IWGSC_v2.1,gene,651808062,651814562,41,+,.,ID=TraesCS2D03G1325300;previous_id=TraesCS2D02G574800;primconf=HC;Name=TraesCS2D03G1325300;cds=CDS_OK;mapping=fullPerfectMatch
548347,Chr2D,IWGSC_v2.1,gene,651822964,651826803,40,+,.,ID=TraesCS2D03G1325600;previous_id=TraesCS2D02G574700;primconf=HC;Name=TraesCS2D03G1325600;cds=CDS_OK;mapping=fullPerfectMatch
548355,Chr2D,IWGSC_v2.1,gene,651931117,651951912,.,+,.,ID=TraesCS2D03G1325900;Name=TraesCS2D03G1325900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G574600
548370,Chr2D,IWGSC_v2.1,gene,651954923,651966574,34,+,.,ID=TraesCS2D03G1326000;previous_id=TraesCS2D02G574500;primconf=HC;Name=TraesCS2D03G1326000;cds=CDS_OK;mapping=fullMatchWithMissmatches
548379,Chr2D,IWGSC_v2.1,gene,652010415,652016034,47,+,.,ID=TraesCS2D03G1326300;previous_id=TraesCS2D02G574400;primconf=HC;Name=TraesCS2D03G1326300;cds=CDS_OK;mapping=fullPerfectMatch
548393,Chr2D,IWGSC_v2.1,gene,652226061,652240864,.,+,.,ID=TraesCS2D03G1326600;Name=TraesCS2D03G1326600;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G574300
548464,Chr2D,IWGSC_v2.1,gene,652449393,652461084,.,-,.,ID=TraesCS2D03G1327800;Name=TraesCS2D03G1327800;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G573600
549144,Chr2D,IWGSC_v2.1,gene,654641518,654643986,37,+,.,ID=TraesCS2D03G1335100;previous_id=TraesCS2D02G569400;primconf=HC;Name=TraesCS2D03G1335100;cds=CDS_OK;mapping=fullPerfectMatch
549184,Chr2D,IWGSC_v2.1,gene,655252599,655254946,47,+,.,ID=TraesCS2D03G1338000;previous_id=TraesCS2D02G568800;primconf=HC;Name=TraesCS2D03G1338000;cds=CDS_OK;mapping=fullPerfectMatch
549319,Chr2D,IWGSC_v2.1,gene,655909542,655913852,49,-,.,ID=TraesCS2D03G1340300;previous_id=TraesCS2D02G567800;primconf=HC;Name=TraesCS2D03G1340300;cds=CDS_OK;mapping=fullPerfectMatch
549359,Chr2D,IWGSC_v2.1,gene,656103624,656109601,54,-,.,ID=TraesCS2D03G1341400;previous_id=TraesCS2D02G567500;primconf=HC;Name=TraesCS2D03G1341400;cds=CDS_OK;mapping=fullPerfectMatch
549369,Chr2D,IWGSC_v2.1,gene,656164807,656176607,.,+,.,ID=TraesCS2D03G1341700;Name=TraesCS2D03G1341700;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS2D02G567400
549379,Chr2D,IWGSC_v2.1,gene,656181396,656184554,55,-,.,ID=TraesCS2D03G1341900;previous_id=TraesCS2D02G567200;primconf=HC;Name=TraesCS2D03G1341900;cds=CDS_OK;mapping=fullPerfectMatch
550149,Chr3A,IWGSC_v2.1,gene,7564464,7567367,52,-,.,ID=TraesCS3A03G0017000;Name=TraesCS3A03G0017000;primconf=HC;previous_id=TraesCS3A02G007400;cds=CDS_OK;mapping=fullPerfectMatch
550193,Chr3A,IWGSC_v2.1,gene,7971289,7981899,.,-,.,ID=TraesCS3A03G0018000;Name=TraesCS3A03G0018000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3A02G008000
550200,Chr3A,IWGSC_v2.1,gene,8000243,8004061,63,+,.,ID=TraesCS3A03G0018100;Name=TraesCS3A03G0018100;primconf=HC;previous_id=TraesCS3A02G008100;cds=CDS_OK;mapping=fullMatchWithMissmatches
550290,Chr3A,IWGSC_v2.1,gene,8375625,8381694,56,-,.,ID=TraesCS3A03G0019900;Name=TraesCS3A03G0019900;primconf=HC;previous_id=TraesCS3A02G009200;cds=CDS_OK;mapping=fullPerfectMatch
550307,Chr3A,IWGSC_v2.1,gene,8630226,8631203,35,+,.,ID=TraesCS3A03G0020000;Name=TraesCS3A03G0020000;primconf=HC;previous_id=TraesCS3A02G009300;cds=CDS_OK;mapping=fullPerfectMatch
550400,Chr3A,IWGSC_v2.1,gene,8913508,8916672,61,+,.,ID=TraesCS3A03G0021400;Name=TraesCS3A03G0021400;primconf=HC;previous_id=TraesCS3A02G009900;cds=CDS_OK;mapping=fullPerfectMatch
550856,Chr3A,IWGSC_v2.1,gene,9955886,9957529,51,+,.,ID=TraesCS3A03G0027800;Name=TraesCS3A03G0027800;primconf=HC;previous_id=TraesCS3A02G013900;cds=CDS_OK;mapping=fullPerfectMatch
550888,Chr3A,IWGSC_v2.1,gene,10018154,10019155,29,+,.,ID=TraesCS3A03G0028100;Name=TraesCS3A03G0028100;primconf=HC;previous_id=TraesCS3A02G014200;cds=CDS_OK;mapping=fullPerfectMatch
550906,Chr3A,IWGSC_v2.1,gene,10055001,10064947,46,-,.,ID=TraesCS3A03G0028800;Name=TraesCS3A03G0028800;primconf=HC;previous_id=TraesCS3A02G014500;cds=CDS_OK;mapping=fullPerfectMatch
550916,Chr3A,IWGSC_v2.1,gene,10209232,10215296,55,+,.,ID=TraesCS3A03G0029000;Name=TraesCS3A03G0029000;primconf=HC;previous_id=TraesCS3A02G014600;cds=CDS_OK;mapping=fullPerfectMatch
553427,Chr3A,IWGSC_v2.1,gene,17960043,17964689,55,-,.,ID=TraesCS3A03G0064600;Name=TraesCS3A03G0064600;primconf=HC;previous_id=TraesCS3A02G032300;cds=CDS_OK;mapping=fullMatchWithMissmatches
554369,Chr3A,IWGSC_v2.1,gene,21409809,21411562,60,+,.,ID=TraesCS3A03G0078400;Name=TraesCS3A03G0078400;primconf=HC;previous_id=TraesCS3A02G038900;cds=CDS_OK;mapping=fullPerfectMatch
554873,Chr3A,IWGSC_v2.1,gene,24282798,24286960,51,+,.,ID=TraesCS3A03G0089000;Name=TraesCS3A03G0089000;primconf=HC;previous_id=TraesCS3A02G043400;cds=CDS_OK;mapping=fullPerfectMatch
555149,Chr3A,IWGSC_v2.1,gene,24649509,24655898,52,+,.,ID=TraesCS3A03G0090200;Name=TraesCS3A03G0090200;primconf=HC;previous_id=TraesCS3A02G044600;cds=CDS_OK;mapping=fullPerfectMatch
555480,Chr3A,IWGSC_v2.1,gene,25814814,25818017,32,+,.,ID=TraesCS3A03G0095100;Name=TraesCS3A03G0095100;primconf=HC;previous_id=TraesCS3A02G047600;cds=CDS_OK;mapping=fullPerfectMatch
556411,Chr3A,IWGSC_v2.1,gene,32621252,32625702,.,+,.,ID=TraesCS3A03G0114400;Name=TraesCS3A03G0114400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3A02G054600
558030,Chr3A,IWGSC_v2.1,gene,41800734,41810703,.,+,.,ID=TraesCS3A03G0145300;Name=TraesCS3A03G0145300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3A02G068200
558038,Chr3A,IWGSC_v2.1,gene,41817860,41819404,49,+,.,ID=TraesCS3A03G0145400;Name=TraesCS3A03G0145400;primconf=HC;previous_id=TraesCS3A02G068300;cds=CDS_OK;mapping=fullPerfectMatch
558049,Chr3A,IWGSC_v2.1,gene,41918298,41921432,37,+,.,ID=TraesCS3A03G0146100;Name=TraesCS3A03G0146100;primconf=HC;previous_id=TraesCS3A02G068500;cds=CDS_OK;mapping=fullPerfectMatch
558061,Chr3A,IWGSC_v2.1,gene,41933559,41935850,29,+,.,ID=TraesCS3A03G0146300;Name=TraesCS3A03G0146300;primconf=HC;previous_id=TraesCS3A02G068600;cds=CDS_OK;mapping=fullPerfectMatch
558071,Chr3A,IWGSC_v2.1,gene,41987394,41990435,48,+,.,ID=TraesCS3A03G0146800;Name=TraesCS3A03G0146800;primconf=HC;previous_id=TraesCS3A02G068700;cds=CDS_OK;mapping=fullMatchWithMissmatches
558075,Chr3A,IWGSC_v2.1,gene,42019319,42022372,41,+,.,ID=TraesCS3A03G0146900;Name=TraesCS3A03G0146900;primconf=HC;previous_id=TraesCS3A02G068800;cds=CDS_OK;mapping=fullPerfectMatch
558079,Chr3A,IWGSC_v2.1,gene,42047671,42048726,27,+,.,ID=TraesCS3A03G0147000;Name=TraesCS3A03G0147000;primconf=HC;previous_id=TraesCS3A02G068900;cds=CDS_OK;mapping=fullPerfectMatch
558091,Chr3A,IWGSC_v2.1,gene,42236617,42240575,42,+,.,ID=TraesCS3A03G0148300;Name=TraesCS3A03G0148300;primconf=HC;previous_id=TraesCS3A02G069200;cds=CDS_OK;mapping=fullPerfectMatch
558097,Chr3A,IWGSC_v2.1,gene,42482869,42486055,48,+,.,ID=TraesCS3A03G0150400;Name=TraesCS3A03G0150400;primconf=HC;previous_id=TraesCS3A02G069300;cds=CDS_OK;mapping=fullPerfectMatch
558146,Chr3A,IWGSC_v2.1,gene,42882055,42887515,47,+,.,ID=TraesCS3A03G0151400;Name=TraesCS3A03G0151400;primconf=HC;previous_id=TraesCS3A02G069800;cds=CDS_OK;mapping=fullPerfectMatch
558944,Chr3A,IWGSC_v2.1,gene,46257789,46260754,39,-,.,ID=TraesCS3A03G0162100;Name=TraesCS3A03G0162100;primconf=HC;previous_id=TraesCS3A02G073700;cds=CDS_OK;mapping=fullPerfectMatch
558950,Chr3A,IWGSC_v2.1,gene,46273957,46278221,55,-,.,ID=TraesCS3A03G0162400;Name=TraesCS3A03G0162400;primconf=HC;previous_id=TraesCS3A02G073800;cds=CDS_OK;mapping=fullPerfectMatch
559357,Chr3A,IWGSC_v2.1,gene,47450871,47451658,36,+,.,ID=TraesCS3A03G0166100;Name=TraesCS3A03G0166100;primconf=HC;previous_id=TraesCS3A02G076000;cds=CDS_OK;mapping=fullPerfectMatch
560814,Chr3A,IWGSC_v2.1,gene,53334595,53338202,61,+,.,ID=TraesCS3A03G0181900;Name=TraesCS3A03G0181900;primconf=HC;previous_id=TraesCS3A02G081800;cds=CDS_OK;mapping=fullMatchWithMissmatches
561306,Chr3A,IWGSC_v2.1,gene,55231758,55237293,35,-,.,ID=TraesCS3A03G0189000;Name=TraesCS3A03G0189000;primconf=HC;previous_id=TraesCS3A02G085200;cds=CDS_OK;mapping=fullPerfectMatch
561601,Chr3A,IWGSC_v2.1,gene,56144159,56144995,40,-,.,ID=TraesCS3A03G0192400;Name=TraesCS3A03G0192400;primconf=HC;previous_id=TraesCS3A02G086300;cds=CDS_OK;mapping=fullPerfectMatch
563304,Chr3A,IWGSC_v2.1,gene,61255545,61260578,.,+,.,ID=TraesCS3A03G0211300;Name=TraesCS3A03G0211300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3A02G095700
567715,Chr3A,IWGSC_v2.1,gene,86843292,86858885,41,-,.,ID=TraesCS3A03G0255800;Name=TraesCS3A03G0255800;primconf=HC;previous_id=TraesCS3A02G117100;cds=CDS_OK;mapping=fullPerfectMatch
606954,Chr3A,IWGSC_v2.1,gene,526605200,526606699,51,-,.,ID=TraesCS3A03G0716800;Name=TraesCS3A03G0716800;primconf=HC;previous_id=TraesCS3A02G286900;cds=CDS_OK;mapping=fullPerfectMatch
606958,Chr3A,IWGSC_v2.1,gene,526607726,526609336,42,+,.,ID=TraesCS3A03G0716900;Name=TraesCS3A03G0716900;primconf=HC;previous_id=TraesCS3A02G287000;cds=CDS_OK;mapping=fullPerfectMatch
606968,Chr3A,IWGSC_v2.1,gene,527047088,527049237,59,+,.,ID=TraesCS3A03G0717200;Name=TraesCS3A03G0717200;primconf=HC;previous_id=TraesCS3A02G287200;cds=CDS_OK;mapping=fullPerfectMatch
609475,Chr3A,IWGSC_v2.1,gene,547114599,547118678,54,+,.,ID=TraesCS3A03G0741500;Name=TraesCS3A03G0741500;primconf=HC;previous_id=TraesCS3A02G303800;cds=CDS_OK;mapping=fullPerfectMatch
612520,Chr3A,IWGSC_v2.1,gene,560226265,560229266,50,-,.,ID=TraesCS3A03G0763800;Name=TraesCS3A03G0763800;primconf=HC;previous_id=TraesCS3A02G321200;cds=CDS_OK;mapping=fullPerfectMatch
613384,Chr3A,IWGSC_v2.1,gene,567188561,567190684,39,+,.,ID=TraesCS3A03G0773300;Name=TraesCS3A03G0773300;primconf=HC;previous_id=TraesCS3A02G316900;cds=CDS_OK;mapping=fullPerfectMatch
613388,Chr3A,IWGSC_v2.1,gene,567193383,567196382,49,+,.,ID=TraesCS3A03G0773500;Name=TraesCS3A03G0773500;primconf=HC;previous_id=TraesCS3A02G316800;cds=CDS_OK;mapping=fullPerfectMatch
614194,Chr3A,IWGSC_v2.1,gene,571223949,571227395,54,-,.,ID=TraesCS3A03G0782100;Name=TraesCS3A03G0782100;primconf=HC;previous_id=TraesCS3A02G325600;cds=CDS_OK;mapping=fullPerfectMatch
615434,Chr3A,IWGSC_v2.1,gene,579789183,579792898,60,-,.,ID=TraesCS3A03G0798800;Name=TraesCS3A03G0798800;primconf=HC;previous_id=TraesCS3A02G333900;cds=CDS_OK;mapping=fullMatchWithMissmatches
635078,Chr3A,IWGSC_v2.1,gene,681543702,681547067,46,+,.,ID=TraesCS3A03G1019100;Name=TraesCS3A03G1019100;primconf=HC;previous_id=TraesCS3A02G437800;cds=CDS_OK;mapping=fullPerfectMatch
635131,Chr3A,IWGSC_v2.1,gene,681679464,681684764,39,+,.,ID=TraesCS3A03G1020500;Name=TraesCS3A03G1020500;primconf=HC;previous_id=TraesCS3A02G438400;cds=CDS_OK;mapping=fullPerfectMatch
635141,Chr3A,IWGSC_v2.1,gene,681717073,681721546,39,+,.,ID=TraesCS3A03G1020900;Name=TraesCS3A03G1020900;primconf=HC;previous_id=TraesCS3A02G438500;cds=CDS_OK;mapping=fullPerfectMatch
635151,Chr3A,IWGSC_v2.1,gene,681818288,681824864,37,+,.,ID=TraesCS3A03G1021300;Name=TraesCS3A03G1021300;primconf=HC;previous_id=TraesCS3A02G438600;cds=CDS_OK;mapping=fullPerfectMatch
636201,Chr3A,IWGSC_v2.1,gene,686284235,686285773,43,+,.,ID=TraesCS3A03G1032100;Name=TraesCS3A03G1032100;primconf=HC;previous_id=TraesCS3A02G444700;cds=CDS_OK;mapping=fullPerfectMatch
636564,Chr3A,IWGSC_v2.1,gene,687712561,687717678,61,+,.,ID=TraesCS3A03G1038100;Name=TraesCS3A03G1038100;primconf=HC;previous_id=TraesCS3A02G447600;cds=CDS_OK;mapping=fullMatchWithMissmatches
639987,Chr3A,IWGSC_v2.1,gene,711421859,711423176,33,+,.,ID=TraesCS3A03G1122800;Name=TraesCS3A03G1122800;primconf=HC;previous_id=TraesCS3A02G478900;cds=CDS_OK;mapping=fullPerfectMatch
639993,Chr3A,IWGSC_v2.1,gene,711423291,711425048,23,+,.,ID=TraesCS3A03G1122900;Name=TraesCS3A03G1122900;primconf=HC;previous_id=TraesCS3A02G479000;cds=CDS_OK;mapping=fullPerfectMatch
639997,Chr3A,IWGSC_v2.1,gene,711519894,711525095,55,+,.,ID=TraesCS3A03G1123100;Name=TraesCS3A03G1123100;primconf=HC;previous_id=TraesCS3A02G479100;cds=CDS_OK;mapping=fullPerfectMatch
640011,Chr3A,IWGSC_v2.1,gene,711531254,711534269,34,+,.,ID=TraesCS3A03G1123200;Name=TraesCS3A03G1123200;primconf=HC;previous_id=TraesCS3A02G479200;cds=CDS_OK;mapping=fullPerfectMatch
640021,Chr3A,IWGSC_v2.1,gene,711640036,711644661,34,+,.,ID=TraesCS3A03G1123500;Name=TraesCS3A03G1123500;primconf=HC;previous_id=TraesCS3A02G479400;cds=CDS_OK;mapping=fullPerfectMatch
641951,Chr3A,IWGSC_v2.1,gene,721900720,721906260,43,-,.,ID=TraesCS3A03G1162600;Name=TraesCS3A03G1162600;primconf=HC;previous_id=TraesCS3A02G495100;cds=CDS_OK;mapping=fullPerfectMatch
643546,Chr3A,IWGSC_v2.1,gene,728288117,728291016,34,+,.,ID=TraesCS3A03G1189300;Name=TraesCS3A03G1189300;primconf=HC;previous_id=TraesCS3A02G505700;cds=CDS_OK;mapping=fullPerfectMatch
645411,Chr3A,IWGSC_v2.1,gene,738777443,738784342,54,+,.,ID=TraesCS3A03G1226800;Name=TraesCS3A03G1226800;primconf=HC;previous_id=TraesCS3A02G519800;cds=CDS_OK;mapping=fullPerfectMatch
645421,Chr3A,IWGSC_v2.1,gene,738861705,738862787,42,+,.,ID=TraesCS3A03G1227100;Name=TraesCS3A03G1227100;primconf=HC;previous_id=TraesCS3A02G519900;cds=CDS_OK;mapping=fullPerfectMatch
645630,Chr3A,IWGSC_v2.1,gene,738950592,738953358,46,-,.,ID=TraesCS3A03G1228300;Name=TraesCS3A03G1228300;primconf=HC;previous_id=TraesCS3A02G520300;cds=CDS_OK;mapping=fullPerfectMatch
645757,Chr3A,IWGSC_v2.1,gene,739553607,739557401,51,+,.,ID=TraesCS3A03G1229700;Name=TraesCS3A03G1229700;primconf=HC;previous_id=TraesCS3A02G521100;cds=CDS_OK;mapping=fullPerfectMatch
646852,Chr3A,IWGSC_v2.1,gene,745272050,745274683,42,+,.,ID=TraesCS3A03G1252500;Name=TraesCS3A03G1252500;primconf=HC;previous_id=TraesCS3A02G529900;cds=CDS_OK;mapping=fullPerfectMatch
647627,Chr3A,IWGSC_v2.1,gene,751020831,751025769,39,-,.,ID=TraesCS3A03G1271800;Name=TraesCS3A03G1271800;primconf=HC;previous_id=TraesCS3A02G536000;cds=CDS_OK;mapping=fullPerfectMatch
647637,Chr3A,IWGSC_v2.1,gene,751026053,751039996,42,+,.,ID=TraesCS3A03G1271900;Name=TraesCS3A03G1271900;primconf=HC;previous_id=TraesCS3A02G536100;cds=CDS_OK;mapping=fullPerfectMatch
647657,Chr3A,IWGSC_v2.1,gene,751224273,751227220,54,-,.,ID=TraesCS3A03G1272100;Name=TraesCS3A03G1272100;primconf=HC;previous_id=TraesCS3A02G536200;cds=CDS_OK;mapping=fullPerfectMatch
650907,Chr3B,IWGSC_v2.1,gene,13155850,13159257,45,+,.,ID=TraesCS3B03G0042200;previous_id=TraesCS3B02G019000;Name=TraesCS3B03G0042200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
652650,Chr3B,IWGSC_v2.1,gene,19782341,19784490,43,+,.,ID=TraesCS3B03G0073500;previous_id=TraesCS3B02G031900;Name=TraesCS3B03G0073500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
652675,Chr3B,IWGSC_v2.1,gene,20223862,20225255,28,-,.,ID=TraesCS3B03G0074200;previous_id=TraesCS3B02G032200;Name=TraesCS3B03G0074200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
652746,Chr3B,IWGSC_v2.1,gene,21587475,21588938,37,+,.,ID=TraesCS3B03G0076800;previous_id=TraesCS3B02G033200;Name=TraesCS3B03G0076800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
653017,Chr3B,IWGSC_v2.1,gene,22606616,22612939,50,-,.,ID=TraesCS3B03G0081100;previous_id=TraesCS3B02G035100;Name=TraesCS3B03G0081100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
653075,Chr3B,IWGSC_v2.1,gene,23111360,23118380,.,-,.,ID=TraesCS3B03G0082600;Name=TraesCS3B03G0082600;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3B02G035800
653278,Chr3B,IWGSC_v2.1,gene,23752174,23757535,52,+,.,ID=TraesCS3B03G0085800;previous_id=TraesCS3B02G037500;Name=TraesCS3B03G0085800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
653438,Chr3B,IWGSC_v2.1,gene,24488707,24495168,39,-,.,ID=TraesCS3B03G0088800;previous_id=TraesCS3B02G039200;Name=TraesCS3B03G0088800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
653609,Chr3B,IWGSC_v2.1,gene,25114219,25116825,60,-,.,ID=TraesCS3B03G0090600;previous_id=TraesCS3B02G040100;Name=TraesCS3B03G0090600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
653748,Chr3B,IWGSC_v2.1,gene,26200921,26203107,40,-,.,ID=TraesCS3B03G0093500;previous_id=TraesCS3B02G041300;Name=TraesCS3B03G0093500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
653752,Chr3B,IWGSC_v2.1,gene,26209866,26210674,31,-,.,ID=TraesCS3B03G0093600;previous_id=TraesCS3B02G041400;Name=TraesCS3B03G0093600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
654147,Chr3B,IWGSC_v2.1,gene,28387872,28389480,61,-,.,ID=TraesCS3B03G0101500;previous_id=TraesCS3B02G044600;Name=TraesCS3B03G0101500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
656531,Chr3B,IWGSC_v2.1,gene,49157162,49157986,36,-,.,ID=TraesCS3B03G0149400;previous_id=TraesCS3B02G066500;Name=TraesCS3B03G0149400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
658279,Chr3B,IWGSC_v2.1,gene,61793995,61795419,42,+,.,ID=TraesCS3B03G0186300;previous_id=TraesCS3B02G081300;Name=TraesCS3B03G0186300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
658283,Chr3B,IWGSC_v2.1,gene,61808535,61809911,36,+,.,ID=TraesCS3B03G0186800;previous_id=TraesCS3B02G081400;Name=TraesCS3B03G0186800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
658287,Chr3B,IWGSC_v2.1,gene,61812361,61817179,36,+,.,ID=TraesCS3B03G0187000;previous_id=TraesCS3B02G081500;Name=TraesCS3B03G0187000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
658313,Chr3B,IWGSC_v2.1,gene,62289859,62295394,60,+,.,ID=TraesCS3B03G0187200;previous_id=TraesCS3B02G081600;Name=TraesCS3B03G0187200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
