Gene ID,Clade,ipTM,pTM,AF confidence score,Amino acids,CC,NB,LRR,Additional,Lacked domains,ID,Remarks,,
TRAESCS1A03G0022100,CC,0.95,0.58,0.876,1413,1-157,158-513,514-1381,1382-1413,,,"No CC, C-terminal extension (a loop, an α-helix)",,
TRAESCS1A03G0024800,CC,0.95,0.76,0.912,1258,1-157,158-513,514-1258,,,,,,
TRAESCS1B03G0024300,CC,0.95,0.72,0.904,1416,1-157,158-519,520-1382,1383-1416,,,"Long LRR, C-terminal extension (an α-helix)",,
TRAESCS1B03G0030900,CC,0.98,0.69,0.922,414,1-157,158-414,,,,,"Short NB, no LRR",,
TRAESCS1B03G1075400,CC,0.94,0.81,0.914,760,1-157,158-522,523-760,,,,Short LRR,,
TRAESCS1B03G0025400,CC,0.95,0.75,0.91,765,1-45,46-395,396-765,,,,"Short CC, short LRR",,
TRAESCS1D03G0016200,CC,0.94,0.67,0.886,1445,1-157,158-522,523-1408,1409-1445,,,"Long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS1D03G0012500,CC,0.96,0.68,0.904,1282,,1-379,380-1243,1244-1282,,,"No CC, C-terminal extension (an α-helix)",,
TRAESCS7B03G0013500,CC,0.91,0.65,0.858,1419,1-157,158-515,516-1419,,,,Long LRR,,
TRAESCS6B03G0359300,CC,0.93,0.55,0.854,1210,1-157,158-506,507-1210,,,,,,
TRAESCS5B03G0487000,CC,0.96,0.48,0.864,848,1-157,158-492,493-705,706-848,,,"Short LRR, C-terminal extension (an α-helix, a long loop)",,
TRAESCS5A03G0487400,CC,0.95,0.77,0.914,889,1-194,195-554,555-873,874-889,,,Long CC (a loop),,
TRAESCS5D03G0451300,CC,0.96,0.52,0.872,848,1-157,158-514,515-725,726-848,,,"Short LRR, C-terminal extension (a long loop)",,
TRAESCS5A03G0487700,CC,0.8,0.57,0.754,1660,1-80,81-449,450-1280,1281-1660,,,"Short CC, divided LRRs, C-terminal extension (kinase)",,
TRAESCS5B03G0487100,CC,0.73,0.65,0.714,1470,1-144,"145-509, 1336-1470",510-1335,,,,"Divided LRRs, C-terminal extension (kinase)",,
TRAESCS5D03G0451700,CC,0.79,0.59,0.75,1716,1-157,158-512,513-1203,1204-1716,,,"Divided LRRs, C-terminal extension (kinase)",,
TRAESCS7D03G0294500,CC,0.94,0.69,0.89,1383,1-157,158-512,513-1383,,,,Divided LRRs,,
TRAESCS7A03G0312200,CC,0.94,0.62,0.876,1236,1-33,34-390,391-1236,,,,"Short CC, divided LRRs",,
TRAESCS3D03G1034500,CC,0.93,0.66,0.876,1467,1-157,158-516,517-1382,1383-1467,,,"Divided LRRs, C-terminal extension (a loop)",,
TRAESCS3D03G1032900,CC,0.9,0.59,0.838,244,1-106,107-244,,,,,"Short CC, short NB, no LRR",,
TRAESCS1D03G0926400,CC,0.93,0.69,0.882,1485,1-184,185-557,558-1341,1342-1485,,,"Long CC (a loop), divided LRRs, C-terminal extension (an α-helix)",,
TRAESCS1D03G0925800,CC,0.95,0.76,0.912,1369,1-157,158-525,526-1299,1300-1369,,,"Divided LRRs, C-terminal extension (an α-helix)",,
TRAESCS1B03G1126000,CC,0.95,0.72,0.904,1486,1-174,175-548,549-1418,1419-1486,,,"Divided LRRs, C-terminal extension (an α-helix)",,
TRAESCS3D03G1033800,CC,0.94,0.72,0.896,1480,1-150,151-520,521-1401,1402-1480,,,"Divided LRRs, C-terminal extension (an α-helix)",,
TRAESCS3D03G1032300,CC,0.95,0.73,0.906,1506,1-150,151-520,521-1506,,,,Divided LRRs,,
TRAESCS3D03G1033200,CC,0.95,0.71,0.902,1553,1-150,151-520,521-1553,,,,Divided LRRs,,
TRAESCS2A03G1191700,CC,0.96,0.6,0.888,496,1-150,151-496,,,,,No LRR,,
TRAESCS5B03G1371300,CC,0.93,0.67,0.878,1529,1-150,151-521,522-1529,,,,Divided LRRs,,
TRAESCS1D03G0819700,CC,0.93,0.67,0.878,1540,1-150,151-521,522-1483,1484-1540,,,"Divided LRRs, C-terminal extension (an α-helix, a loop)",,
TRAESCS5B03G1376300,CC,0.96,0.75,0.918,667,1-189,190-558,559-667,,,,"Long CC (a loop), short LRR",,
TRAESCS5D03G1229300,CC,0.94,0.8,0.912,810,1-157,158-524,525-810,,,,,,
TRAESCS4A03G0781500,CC,0.96,0.58,0.884,679,1-194,195-565,566-679,,,,"Long CC (a loop), short LRR",,
TRAESCS5B03G1372300,CC,0.97,0.49,0.874,556,1-228,229-556,,,,,"Long CC (a loop), no LRR",,
TRAESCS5D03G1192900,CC,0.96,0.37,0.842,1351,1-157,158-478,479-1240,1241-1351,,,"C-terminal extension (an α-helix, a loop)",,
TRAESCS5B03G1335600,CC,0.94,0.75,0.902,1433,1-157,158-520,521-1433,,,,Divided LRRs,,
TRAESCS5B03G1334200,CC,0.94,0.72,0.896,1433,1-157,158-520,521-1433,,,,Divided LRRs,,
TRAESCS5D03G1233400,CC,0.96,0.56,0.88,393,1-157,158-393,,,,,"Short NB, no LRR",,
TRAESCS5B03G1377500,CC,0.96,0.79,0.926,630,1-157,158-520,521-630,,,,Short LRR,,
TRAESCS5D03G1178300,CC,0.94,0.77,0.906,1278,1-157,158-520,521-1278,,,,Divided LRRs,,
TRAESCS5B03G1372000,CC,0.95,0.77,0.914,1088,1-33,34-404,405-1088,,,,"Short CC, divided LRRs",,
TRAESCS5B03G1372900,CC,0.95,0.78,0.916,1294,1-157,158-524,525-1294,,,,Divided LRRs,,
TRAESCS5B03G1372400,CC,0.95,0.77,0.914,1343,1-157,158-524,525-1343,,,,Divided LRRs,,
TRAESCS5D03G1229000,CC,0.96,0.75,0.918,1316,1-127,128-498,499-1316,,,,"Short CC, divided LRRs",,
TRAESCS4A03G0781400,CC,0.95,0.76,0.912,1345,1-157,168-528,529-1345,,,,Divided LRRs,,
TRAESCS2A03G1335000,CC,0.94,0.57,0.866,1538,1-134,135-474,475-1538,,,,"S-shaped LRR, a long loop in LRR",,
TRAESCS5B03G0602500,CC,0.94,0.55,0.862,1522,1-54,55-415,416-1522,,,,"Short CC, S-shaped LRR, a long loop in LRR",,
TRAESCS2D03G0076300,CC,0.95,0.66,0.892,1227,1-157,158-509,510-1227,,,,S-shaped LRR,,
TRAESCS2B03G0152700,CC,0.92,0.53,0.842,1225,1-119,120-509,510-1196,1197-1225,,,"S-shaped LRR, C-terminal extension (an α-helix)",,
TRAESCS2A03G0080700,CC,0.94,0.67,0.886,1186,1-130,131-482,483-1159,1160-1186,,,"S-shaped LRR, C-terminal extension (a loop)",,
TRAESCS2A03G0080600,CC,0.96,0.74,0.916,986,1-142,143-507,508-986,963-986,,,"S-shaped LRR, C-terminal extension (a loop)",,
TRAESCS2B03G0117600,CC,0.85,0.54,0.788,783,1-149,150-783,,,,,"Long NB, no LRR",,
TRAESCS2B03G0117800,CC,0.96,0.75,0.918,1000,1-144,145-504,505-976,977-1000,,,"S-shaped LRR, C-terminal extension (an α-helix)",,
TRAESCS2D03G0075400,CC,0.96,0.71,0.91,366,1-136,137-366,,,,,"Short NB, no LRR",,
TRAESCS2A03G0081100,CC,0.94,0.71,0.894,1015,1-144,145-510,511-992,993-1015,,,"S-shaped LRR, C-terminal extension (a loop)",,
TRAESCS2D03G0075700,CC,0.94,0.54,0.86,319,1-149,150-319,,,,,"Short NB, no LRR",,
TRAESCS6B03G1232700,CC,0.94,0.77,0.906,856,1-149,150-495,496-856,,,,,,
TRAESCS6B03G1230400,CC,0.96,0.83,0.934,714,1-149,150-495,496-714,,,,Short LRR,,
TRAESCS6A03G1004800,CC,0.97,0.76,0.928,653,1-179,180-529,530-653,,,,Short LRR,,
TRAESCS6B03G1236100,CC,0.96,0.83,0.934,889,1-179,180-527,528-889,,,,,,
TRAESCS6B03G1235000,CC,0.96,0.82,0.932,886,1-179,180-527,528-886,,,,,,
TRAESCS6D03G0884400,CC,0.95,0.8,0.92,878,1-145,146-498,499-878,,,,,,
TRAESCS6B03G1230800,CC,0.96,0.83,0.934,697,1-151,152-498,499-697,,,,Short LRR,,
TRAESCS6B03G1232900,CC,0.85,0.41,0.762,272,1-150,151-272,,,,,"Short NB, no LRR",,
TRAESCS6A03G1004700,CC,0.96,0.76,0.92,812,1-66,67-420,421-796,797-812,,,"Short CC, C-terminal extension (a loop)",,
TRAESCS4D03G0204300,CC,0.94,0.66,0.884,1209,1-145,146-503,504-1209,,,,Divided LRRs,,
TRAESCS3B03G1484000,CC,0.93,0.68,0.88,1056,1-145,146-507,508-1056,,,,Divided LRRs,,
TRAESCS2D03G1327800,CC,0.94,0.65,0.882,1160,1-193,194-561,562-1160,,,,"Long CC (a loop), S-shaped LRR",,
TRAESCS1D03G1018900,CC,0.94,0.6,0.872,1359,1-155,156-514,515-1359,,,,Divided LRRs,,
TRAESCS1A03G1053000,CC,0.94,0.63,0.878,1363,1-155,156-514,515-1363,,,,S-shaped LRR,,
TRAESCS1B03G1252800,CC,0.94,0.59,0.87,1358,1-155,156-514,515-1358,,,,Divided LRRs,,
TRAESCS1D03G1018800,CC,0.97,0.58,0.892,487,1-155,156-487,,,,,No LRR,,
TRAESCS1B03G1253800,CC,0.96,0.55,0.878,336,1-155,156-336,,,,,"Short NB, no LRR",,
TRAESCS1B03G1253100,CC,0.82,0.36,0.728,214,1-155,156-214,,,,,"Short NB, no LRR",,
TRAESCS1B03G1121800,CC,0.94,0.62,0.876,1367,1-155,156-508,509-1367,,,,S-shaped LRR,,
TRAESCS1B03G1254400,CC,0.94,0.6,0.872,1379,1-155,156-508,509-1379,,,,S-shaped LRR,,
TRAESCS1B03G1252700,CC,0.94,0.59,0.87,1435,1-155,156-508,509-1370,1371-1435,,,"S-shaped LRR, C-terminal extension (a loop)",,
TRAESCS1B03G1252300,CC,0.93,0.61,0.866,1363,1-155,156-508,509-1363,,,,S-shaped LRR,,
TRAESCS4A03G0049100,CC,0.77,0.46,0.708,1469,,321-715,716-1366,"1-320, 1367-1469",,,"No CC, S-shaped LRR, N- & C-terminal extension (kinase & ?)",,
TRAESCS5B03G0147600,CC,0.84,0.56,0.784,1451,,321-715,716-1383,"1-320, 1384-1451",,,"No CC, S-shaped LRR, N- & C-terminal extension (kinase & a loop)",,
TRAESCS5D03G0027100,CC,0.73,0.52,0.688,1396,,321-722,723-1383,"1-320, 1384-1395",,,"No CC, S-shaped LRR, N- & C-terminal extension (kinase & a loop)",,
TRAESCS5B03G0013400,CC,0.87,0.46,0.788,721,,362-721,,1-361,,,"No CC, no LRR, N- & C-terminal extension (kinase & a loop)",,
TRAESCS5D03G0027200,CC,0.79,0.49,0.73,1462,,368-747,748-1445,"1-367, 1446-1462",,,"No CC, S-shaped LRR, N- & C-terminal extension (kinase & a loop)",,
TRAESCS4A03G0972100,CC,0.83,0.47,0.758,711,,321-715,,1-320,,,"No CC, no LRR, N- & C-terminal extension (kinase & a loop)",,
TRAESCS4B03G0976300,CC,0.92,0.7,0.876,1208,1-140,141-502,503-1179,1180-1208,,,C-terminal extension (a loop),,
TRAESCSU03G0120500,CC,0.94,0.57,0.866,1203,1-140,141-493,494-1173,1174-1203,,,C-terminal extension (a loop),,
TRAESCS7A03G0157500,CC,0.96,0.64,0.896,391,1-54,55-391,,,,,"Short CC, no LRR",,
TRAESCS7D03G0143800,CC,0.94,0.61,0.874,1138,1-140,141-503,504-1138,,,,,,
TRAESCS7A03G0156800,CC,0.92,0.64,0.864,950,1-140,141-505,506-950,,,,,,
TRAESCS5B03G1211300,CC,0.95,0.66,0.892,366,1-34,35-366,,,,,"Short CC, no LRR",,
TRAESCS5D03G1094200,CC,0.97,0.75,0.926,403,1-34,35-403,,,,,"Short CC, no LRR",,
TRAESCS6B03G0289000,CC,0.87,0.53,0.802,992,,359-718,719-957,"1-358, 958-992",,,"No CC, short LRR, N- & C-terminal extension (kinase & a loop)",,
TRAESCS1B03G1187800,CC,0.95,0.7,0.9,376,1-38,39-376,,,,,"Short CC, no LRR",,
TRAESCS1D03G0969200,CC,0.85,0.53,0.786,925,,365-724,723-925,1-364,,,"No CC, short LRR, N-terminal extension (kinase)",,
TRAESCS1D03G0735100,CC,0.93,0.68,0.88,1164,1-200,201-546,547-1149,1150-1164,,,"Long CC (a loop), C-terminal extension (a loop)",,
TRAESCS1A03G0768300,CC,0.93,0.73,0.89,1130,1-158,159-512,513-1115,1116-1130,,,,,
TRAESCS4A03G0521900,CC,0.96,0.74,0.916,962,1-158,159-512,513-915,916-962,,,"C-terminal extension (an α-helix, a loop)",,
TRAESCS4D03G0237300,CC,0.82,0.4,0.736,295,1-158,159-295,,,,,"Short NB, no LRR",,
TRAESCS3D03G0737800,CC,0.93,0.72,0.888,1117,1-158,159-502,503-1117,,,,,,
TRAESCS3A03G0798800,CC,0.94,0.69,0.89,1176,1-214,215-559,560-1176,,,,Long CC (a loop),,
TRAESCS3B03G0922800,CC,0.93,0.71,0.886,1117,1-158,159-502,503-1117,,,,,,
TRAESCS1D03G0863800,CC,0.94,0.68,0.888,1272,1-206,207-575,576-1272,,,,Long CC (a loop),,
TRAESCS1B03G1039400,CC,0.94,0.7,0.892,1267,1-206,207-570,571-1267,,,,Long CC (a loop),,
TRAESCS1A03G0888300,CC,0.94,0.66,0.884,1243,1-206,207-570,571-1243,,,,Long CC (a loop),,
TRAESCS3B03G0042200,CC,0.95,0.71,0.902,1135,1-171,172-531,532-1115,1116-1135,,,C-terminal extension (an α-helix),,
TRAESCS5B03G1352500,CC,0.95,0.7,0.9,1160,1-196,197-555,556-1146,1147-1160,,,"Long CC, C-terminal extension (an α-helix)",,
TRAESCS5B03G1355100,CC,0.95,0.71,0.902,1134,1-168,169-531,532-1123,1124-1134,,,C-terminal extension (a loop),,
TRAESCS5D03G1210900,CC,0.95,0.73,0.906,1160,1-190,191-555,556-1146,1147-1160,,,"Long CC, C-terminal extension (an α-helix)",,
TRAESCS5B03G1354700,CC,0.95,0.72,0.904,1136,1-168,169-529,530-1122,1123-1136,,,C-terminal extension (a loop),,
TRAESCS4A03G0797500,CC,0.97,0.8,0.936,664,1-40,41-404,405-664,,,,"Short CC, short LRR",,
TRAESCS5D03G1210600,CC,0.95,0.72,0.904,1133,1-172,173-530,531-1113,1114-1133,,,C-terminal extension (an α-helix),,
TRAESCS5B03G1356200,CC,0.96,0.79,0.926,1001,1-164,165-530,531-987,988-1001,,,C-terminal extension (a loop),,
TRAESCS4A03G0796900,CC,0.95,0.69,0.898,1131,1-164,165-528,529-1119,1120-1131,,,C-terminal extension (a loop),,
TRAESCS2B03G0129600,CC,0.95,0.66,0.892,1093,1-189,190-530,531-1078,1079-1093,,,"Long CC, C-terminal extension (a loop)",,
TRAESCS2A03G0092300,CC,0.91,0.67,0.862,554,1-189,190-374,375-554,,,,"Long CC, short NB, short LRR",,
TRAESCS2D03G0088700,CC,0.96,0.76,0.92,712,1-190,191-531,532-712,,,,"Long CC, short NB, short LRR",,
TRAESCS6A03G0393200,CC,0.97,0.65,0.906,511,1-170,171-511,,,,,"Long CC, no LRR",,
TRAESCS1B03G1000900,CC,0.97,0.71,0.918,534,1-166,167-534,,,,,No LRR,,
TRAESCS5D03G0094700,CC,0.98,0.72,0.928,531,1-165,166-531,,,,,No LRR,,
TRAESCS5A03G0072000,CC,0.95,0.66,0.892,454,1-127,128-454,,,,,"Short NB, no LRR",,
TRAESCS7A03G0244800,CC,0.97,0.74,0.924,430,1-167,168-430,,,,,"Short NB, no LRR",,
TRAESCS7A03G0245000,CC,0.97,0.76,0.928,498,1-166,167-498,,,,,No LRR,,
TRAESCS7D03G0221000,CC,0.98,0.78,0.94,528,1-164,165-528,,,,,No LRR,,
TRAESCS4A03G0999800,CC,0.98,0.78,0.94,527,1-173,174-527,,,,,No LRR,,
TRAESCS7D03G0220900,CC,0.97,0.7,0.916,479,1-166,167-479,,,,,No LRR,,
TRAESCS7A03G0244900,CC,0.98,0.74,0.932,529,1-173,174-529,,,,,No LRR,,
TRAESCS7A03G0245700,CC,0.98,0.77,0.938,531,1-170,171-531,,,,,No LRR,,
TRAESCS7D03G0221700,CC,0.7,0.56,0.672,989,"1-177, 464-659","178-463, 660-989",,,,,"2xCC, 2x NB, no LRR",,
TRAESCS7B03G0863700,CC,0.95,0.6,0.88,476,1-177,178-476,,,,,No LRR,,
TRAESCS7A03G1022700,CC,0.97,0.79,0.934,492,1-181,182-492,,,,,No LRR,,
TRAESCS7D03G0978500,CC,0.97,0.79,0.934,490,1-181,182-490,,,,,No LRR,,
TRAESCS6D03G0900700,CC,0.96,0.73,0.914,507,1-161,162-507,,,,,No LRR,,
TRAESCS6B03G1260900,CC,0.96,0.72,0.912,381,1-157,158-381,,,,,"Short NB, no LRR",,
TRAESCS5A03G1214000,CC,0.97,0.79,0.934,488,1-164,165-488,,,,,No LRR,,
TRAESCS4D03G0799700,CC,0.98,0.8,0.944,484,1-164,165-484,,,,,No LRR,,
TRAESCS2D03G0044200,CC,0.97,0.79,0.934,498,1-163,164-498,,,,,No LRR,,
TRAESCS2D03G0043400,CC,0.97,0.79,0.934,496,1-165,166-496,,,,,No LRR,,
TRAESCS2B03G0061300,CC,0.97,0.78,0.932,499,1-159,160-499,,,,,No LRR,,
TRAESCS2B03G0061600,CC,0.97,0.77,0.93,499,1-160,161-499,,,,,No LRR,,
TRAESCS2A03G0043600,CC,0.97,0.78,0.932,497,1-159,160-497,,,,,No LRR,,
TRAESCS2A03G0041200,CC,0.96,0.57,0.882,479,1-160,161-479,,,,,No LRR,,
TRAESCS2A03G0041300,CC,0.96,0.59,0.886,479,1-159,160-479,,,,,No LRR,,
TRAESCS2A03G0041800,CC,0.97,0.68,0.912,557,1-158,159-557,,,,,No LRR,,
TRAESCS3A03G0716800,CC,0.97,0.75,0.926,499,1-167,168-499,,,,,No LRR,,
TRAESCS3B03G0822700,CC,0.97,0.72,0.92,490,1-155,156-490,,,,,No LRR,,
TRAESCS3A03G0717200,CC,0.98,0.76,0.936,536,1-199,200-536,,,,,No LRR,,
TRAESCS3B03G0822400,CC,0.98,0.76,0.936,541,1-203,204-541,,,,,No LRR,,
TRAESCS3B03G0822600,CC,0.96,0.76,0.92,505,1-166,167-505,,,,,No LRR,,
TRAESCS3D03G0659400,CC,0.94,0.69,0.89,348,1-166,167-348,,,,,"Short NB, no LRR",,
TRAESCS3A03G0716900,CC,0.97,0.72,0.92,511,1-198,199-511,,,,,No LRR,,
TRAESCS2A03G0019000,CC,0.97,0.76,0.928,509,1-174,175-509,,,,,No LRR,,
TRAESCSU03G0014400,CC,0.97,0.72,0.92,437,1-93,94-437,,,,,"Short CC, no LRR",,
TRAESCS2A03G0018500,CC,0.97,0.77,0.93,506,1-174,175-506,,,,,No LRR,,
TRAESCS2A03G0018900,CC,0.97,0.75,0.926,438,1-174,175-438,,,,,No LRR,,
TRAESCS3B03G1184600,CC,0.97,0.75,0.926,511,1-180,181-511,,,,,No LRR,,
TRAESCS1D03G0844600,CC,0.96,0.68,0.904,510,1-173,174-510,,,,,No LRR,,
TRAESCS2D03G0018200,CC,0.98,0.8,0.944,510,1-176,177-510,,,,,No LRR,,
TRAESCS2D03G0018400,CC,0.97,0.73,0.922,433,1-167,168-433,,,,,No LRR,,
TRAESCS2A03G0019100,CC,0.97,0.78,0.932,506,1-169,170-506,,,,,No LRR,,
TRAESCS2B03G0235900,CC,0.97,0.78,0.932,507,1-168,169-507,,,,,No LRR,,
TRAESCS1D03G0837500,CC,0.96,0.7,0.908,491,1-165,166-491,,,,,No LRR,,
TRAESCS1B03G1004100,CC,0.97,0.74,0.924,493,1-162,163-493,,,,,No LRR,,
TRAESCS1D03G0838200,CC,0.97,0.72,0.92,436,1-103,104-436,,,,,"Short CC, no LRR",,
TRAESCS1D03G0837700,CC,0.97,0.78,0.932,492,1-161,162-492,,,,,No LRR,,
TRAESCS1A03G0867600,CC,0.98,0.77,0.938,381,1-49,50-381,,,,,"Short CC, no LRR",,
TRAESCS1B03G1003600,CC,0.96,0.44,0.856,470,1-163,164-472,,,,,No LRR,,
TRAESCS1B03G1004000,CC,0.97,0.72,0.92,499,1-163,164-499,,,,,No LRR,,
TRAESCS1D03G0837400,CC,0.98,0.79,0.942,493,1-160,161-493,,,,,No LRR,,
TRAESCS1B03G1003900,CC,0.97,0.78,0.932,492,1-159,160-494,,,,,No LRR,,
TRAESCS1A03G0867800,CC,0.98,0.75,0.934,491,1-167,168-491,,,,,No LRR,,
TRAESCS1A03G0867700,CC,0.97,0.72,0.92,492,1-173,174-492,,,,,No LRR,,
TRAESCS2A03G0885700,CC,0.89,0.68,0.848,915,1-118,119-438,439-915,,,,Short CC,,
TRAESCS2D03G0824400,CC,0.94,0.63,0.878,1094,1-144,145-495,496-1094,,,,,,
TRAESCS2B03G0975200,CC,0.94,0.69,0.89,1089,1-136,137-495,496-1089,,,,Long LRR,,
TRAESCS2D03G0168500,CC,0.96,0.73,0.914,1183,1-186,187-551,552-1183,,,,Long LRR,,
TRAESCS6B03G0171200,CC,0.94,0.63,0.878,1161,1-85,86-448,449-1161,,,,"Short CC, long LRR",,
TRAESCS2D03G0168800,CC,0.95,0.73,0.906,1246,1-153,154-529,530-1246,,,,Long LRR,,
TRAESCS2A03G0171600,CC,0.9,0.71,0.862,1064,,1-241,242-1036,1037-1064,,,"No CC, short NB, C-terminal extension (a loop, an α-helix)",,
TRAESCS6D03G0741600,CC,0.95,0.71,0.902,1221,1-182,183-551,552-1221,,,,Long LRR,,
TRAESCS5D03G0111100,CC,0.95,0.73,0.906,1284,1-182,183-562,563-1284,,,,Long LRR,,
TRAESCS5D03G0111700,CC,0.97,0.6,0.896,421,1-182,183-421,,,,,"Short NB, no LRR",,
TRAESCS5B03G0096300,CC,0.87,0.47,0.79,267,1-191,192-267,,,,,"Short NB, no LRR",,
TRAESCS5A03G0092800,CC,0.97,0.57,0.89,513,1-187,188-513,,,,,No LRR,,
TRAESCS7B03G0803900,CC,0.92,0.55,0.846,1308,1-212,213-584,585-1308,,,,"Long CC, long LRR",,
TRAESCS7A03G0968000,CC,0.97,0.6,0.896,669,1-165,166-529,530-669,,,,Short LRR,,
TRAESCS7A03G0968300,CC,0.96,0.69,0.906,708,1-165,166-526,527-708,,,,Short LRR,,
TRAESCS5D03G0983500,CC,0.95,0.56,0.872,1175,1-168,169-529,530-1175,,,,Long LRR,,
TRAESCS5B03G1091600,CC,0.95,0.6,0.88,1175,1-168,169-529,530-1175,,,,Long LRR,,
TRAESCS5A03G1039300,CC,0.97,0.66,0.908,655,1-106,107-461,462-655,,,,"Short CC, short LRR",,
TRAESCS1B03G0754200,CC,0.93,0.65,0.874,1112,1-152,153-510,511-1112,,,,Long LRR,,
TRAESCS1D03G0625500,CC,0.94,0.65,0.882,1110,1-152,153-510,511-1110,,,,Long LRR,,
TRAESCS1A03G0664000,CC,0.97,0.7,0.916,783,1-152,153-508,509-765,766-783,,,"Short LRR, C-terminal extension (a loop)",,
TRAESCS3D03G0934500,CC,0.96,0.76,0.92,1026,1-176,177-535,536-1026,,,,Long LRR,,
TRAESCS3B03G1154100,CC,0.94,0.66,0.884,1134,1-176,177-535,536-1134,,,,Long LRR,,
TRAESCS2B03G0092100,CC,0.94,0.74,0.9,1083,1-176,177-555,556-1083,,,,Long LRR,,
TRAESCS2A03G0058700,CC,0.93,0.67,0.878,1080,1-176,177-543,544-1080,,,,Long LRR,,
TRAESCS2B03G0092300,CC,0.93,0.69,0.882,1064,1-176,177-543,544-1064,,,,Long LRR,,
TRAESCS2B03G0092400,CC,0.96,0.77,0.922,1118,1-181,182-528,529-1118,,,,Long LRR,,
TRAESCS2A03G0058600,CC,0.95,0.74,0.908,1117,1-181,182-528,529-1117,,,,Long LRR,,
TRAESCS2A03G0059300,CC,0.84,0.67,0.806,1094,1-165,166-496,497-1094,,,,Long LRR,,
TRAESCS2B03G0091900,CC,0.96,0.79,0.926,990,1-165,166-428,429-990,,,,,,
TRAESCS2A03G0062000,CC,0.95,0.7,0.9,1229,1-282,283-627,628-1229,,,,"Long CC (a long loop), long LRR",,
TRAESCS2B03G0089700,CC,0.92,0.55,0.846,994,1-169,170-513,514-994,,,,,,
TRAESCS2B03G0087100,CC,0.95,0.76,0.912,1125,1-176,177-523,524-1125,,,,,,
TRAESCS2B03G0087300,CC,0.95,0.67,0.894,644,1-176,177-517,518-644,,,,Short LRR,,
TRAESCS2B03G0094000,CC,0.95,0.7,0.9,1210,1-277,278-609,610-1210,,,,"Long CC (a long loop), long LRR",,
TRAESCS2A03G0061300,CC,0.94,0.72,0.896,1113,1-189,190-525,526-1113,,,,Long LRR,,
TRAESCS2A03G0059900,CC,0.96,0.76,0.92,945,,1-346,347-945,934-945,,,"No CC, C-teminal extension (a loop)",,
TRAESCS2B03G0091700,CC,0.95,0.7,0.9,1121,1-189,190-523,524-1121,,,,,,
TRAESCS7A03G1387200,CC,0.98,0.6,0.904,453,1-174,175-453,,,,,"Short NB, no LRR",,
TRAESCS7B03G1339800,CC,0.93,0.65,0.874,1271,1-174,175-523,524-1271,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS7B03G1337100,CC,0.83,0.62,0.788,1144,1-174,175-497,498-1144,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS1A03G0916000,CC,0.96,0.74,0.916,810,1-174,175-522,523-810,,,,Short LRR,,
TRAESCS1B03G1080400,CC,0.94,0.64,0.88,1275,1-174,175-519,520-1275,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS1D03G0895500,CC,0.94,0.69,0.89,1276,1-174,175-519,520-1276,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS1B03G1080700,CC,0.95,0.65,0.89,748,1-174,175-519,520-748,,,,Short LRR,,
TRAESCS6D03G0913400,CC,0.94,0.77,0.906,1270,1-160,161-510,511-1270,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS3A03G0773500,CC,0.95,0.74,0.908,999,1-165,166-519,520-999,,,,α-helices insertion in LRR,,
TRAESCS3B03G0890300,CC,0.96,0.7,0.908,579,1-165,166-519,520-579,,,,Short LRR,,
TRAESCS4A03G1204000,CC,0.96,0.73,0.914,617,1-175,176-526,527-617,,,,Short LRR,,
TRAESCS4A03G1206100,CC,0.85,0.5,0.78,347,1-175,176-347,,,,,"Short NB, no LRR",,
TRAESCS4A03G1200600,CC,0.95,0.71,0.902,780,1-175,176-526,527-780,,,,Short LRR,,
TRAESCS4A03G1209500,CC,0.94,0.64,0.88,1274,1-175,176-526,527-1274,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS7A03G0035300,CC,0.94,0.66,0.884,1178,1-57,58-416,417-1178,,,,"Short CC, long LRR, α-helices insertion in LRR",,
TRAESCS7A03G0034300,CC,0.89,0.68,0.848,259,,1-258,,,,,"No CC, short NB, no LRR",,
TRAESCS4A03G1207400,CC,0.97,0.78,0.932,695,1-57,58-416,417-695,,,,"Short CC, short LRR",,
TRAESCS4A03G1212600,CC,0.94,0.72,0.896,1067,1-169,170-529,530-1067,,,,α-helices insertion in LRR,,
TRAESCS7D03G0028400,CC,0.95,0.54,0.868,383,1-169,170-383,,,,,"Short NB, no LRR",,
TRAESCS4A03G1205300,CC,0.93,0.59,0.862,1251,1-169,170-525,526-1251,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1210000,CC,0.94,0.67,0.886,1254,1-140,141-493,494-1254,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1207000,CC,0.93,0.7,0.884,1260,1-169,170-525,526-1260,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS7D03G0030000,CC,0.93,0.57,0.858,1260,1-169,170-525,526-1260,,,,"Long LRR, α-helices insertion in LRR",,
TRAESCS4A03G1211000,CC,0.97,0.61,0.898,404,1-169,170-404,,,,,"Short NB, no LRR",,
